area_code,area_name,population,seifa_quintile,remoteness,drug_type,episodes,rate_per_100k,financial_year
403041086,Reynella,9216,Q2,Outer Regional Australia,Multiple drug use,6,65.1,2024-25
403041086,Reynella,9216,Q2,Outer Regional Australia,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",1,10.9,2024-25
403041086,Reynella,9216,Q2,Outer Regional Australia,Non-opioid analgesic and antirheumatic,5,54.3,2024-25
403041086,Reynella,9216,Q2,Outer Regional Australia,Cannabinoids,9,97.7,2024-25
403041086,Reynella,9216,Q2,Outer Regional Australia,Other,0,0.0,2024-25
403041086,Reynella,9216,Q2,Outer Regional Australia,"Sedative-hypnotics, antiepileptics and antiparkinson",6,65.1,2024-25
403041086,Reynella,9216,Q2,Outer Regional Australia,Steroids or hormones,0,0.0,2024-25
403041086,Reynella,9216,Q2,Outer Regional Australia,Inhalants,0,0.0,2024-25
403041086,Reynella,9216,Q2,Outer Regional Australia,Anaesthetics,1,10.9,2024-25
403041086,Reynella,9216,Q2,Outer Regional Australia,Analeptics and opioid receptor antagonists,0,0.0,2024-25
403041086,Reynella,9216,Q2,Outer Regional Australia,Androgens and anabolic congeners,0,0.0,2024-25
403041086,Reynella,9216,Q2,Outer Regional Australia,All drug-related,92,998.3,2024-25
403041088,Willunga,8768,Q4,Very Remote Australia,Alcohol,40,456.2,2024-25
403041088,Willunga,8768,Q4,Very Remote Australia,Psychostimulants,19,216.7,2024-25
403041088,Willunga,8768,Q4,Very Remote Australia,Opioid,6,68.4,2024-25
403041088,Willunga,8768,Q4,Very Remote Australia,Hallucinogens,2,22.8,2024-25
403041088,Willunga,8768,Q4,Very Remote Australia,Multiple drug use,5,57.0,2024-25
403041088,Willunga,8768,Q4,Very Remote Australia,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",1,11.4,2024-25
403041088,Willunga,8768,Q4,Very Remote Australia,Non-opioid analgesic and antirheumatic,5,57.0,2024-25
403041088,Willunga,8768,Q4,Very Remote Australia,Cannabinoids,6,68.4,2024-25
403041088,Willunga,8768,Q4,Very Remote Australia,Other,1,11.4,2024-25
403041088,Willunga,8768,Q4,Very Remote Australia,"Sedative-hypnotics, antiepileptics and antiparkinson",6,68.4,2024-25
403041088,Willunga,8768,Q4,Very Remote Australia,Steroids or hormones,0,0.0,2024-25
403041088,Willunga,8768,Q4,Very Remote Australia,Inhalants,0,0.0,2024-25
403041088,Willunga,8768,Q4,Very Remote Australia,Anaesthetics,0,0.0,2024-25
403041088,Willunga,8768,Q4,Very Remote Australia,Analeptics and opioid receptor antagonists,0,0.0,2024-25
403041088,Willunga,8768,Q4,Very Remote Australia,Androgens and anabolic congeners,0,0.0,2024-25
403041088,Willunga,8768,Q4,Very Remote Australia,All drug-related,91,1037.9,2024-25
403041089,Woodcroft,12685,Q5 - least disadvantaged,Very Remote Australia,Alcohol,68,536.1,2024-25
403041089,Woodcroft,12685,Q5 - least disadvantaged,Very Remote Australia,Psychostimulants,13,102.5,2024-25
403041089,Woodcroft,12685,Q5 - least disadvantaged,Very Remote Australia,Opioid,2,15.8,2024-25
403041089,Woodcroft,12685,Q5 - least disadvantaged,Very Remote Australia,Hallucinogens,2,15.8,2024-25
403041089,Woodcroft,12685,Q5 - least disadvantaged,Very Remote Australia,Multiple drug use,17,134.0,2024-25
403041089,Woodcroft,12685,Q5 - least disadvantaged,Very Remote Australia,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",3,23.6,2024-25
403041089,Woodcroft,12685,Q5 - least disadvantaged,Very Remote Australia,Non-opioid analgesic and antirheumatic,2,15.8,2024-25
403041089,Woodcroft,12685,Q5 - least disadvantaged,Very Remote Australia,Cannabinoids,10,78.8,2024-25
403041089,Woodcroft,12685,Q5 - least disadvantaged,Very Remote Australia,Other,2,15.8,2024-25
403041089,Woodcroft,12685,Q5 - least disadvantaged,Very Remote Australia,"Sedative-hypnotics, antiepileptics and antiparkinson",7,55.2,2024-25
403041089,Woodcroft,12685,Q5 - least disadvantaged,Very Remote Australia,Steroids or hormones,0,0.0,2024-25
403041089,Woodcroft,12685,Q5 - least disadvantaged,Very Remote Australia,Inhalants,0,0.0,2024-25
403041089,Woodcroft,12685,Q5 - least disadvantaged,Very Remote Australia,Anaesthetics,1,7.9,2024-25
403041089,Woodcroft,12685,Q5 - least disadvantaged,Very Remote Australia,Analeptics and opioid receptor antagonists,0,0.0,2024-25
403041089,Woodcroft,12685,Q5 - least disadvantaged,Very Remote Australia,Androgens and anabolic congeners,1,7.9,2024-25
403041089,Woodcroft,12685,Q5 - least disadvantaged,Very Remote Australia,All drug-related,128,1009.1,2024-25
403041177,Seaford - Seaford Meadows,13020,Q3,Outer Regional Australia,Alcohol,67,514.6,2024-25
403041177,Seaford - Seaford Meadows,13020,Q3,Outer Regional Australia,Psychostimulants,28,215.1,2024-25
403041177,Seaford - Seaford Meadows,13020,Q3,Outer Regional Australia,Opioid,15,115.2,2024-25
403041177,Seaford - Seaford Meadows,13020,Q3,Outer Regional Australia,Hallucinogens,1,7.7,2024-25
403041177,Seaford - Seaford Meadows,13020,Q3,Outer Regional Australia,Multiple drug use,12,92.2,2024-25
403041177,Seaford - Seaford Meadows,13020,Q3,Outer Regional Australia,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",3,23.0,2024-25
403041177,Seaford - Seaford Meadows,13020,Q3,Outer Regional Australia,Non-opioid analgesic and antirheumatic,7,53.8,2024-25
403041177,Seaford - Seaford Meadows,13020,Q3,Outer Regional Australia,Cannabinoids,11,84.5,2024-25
403041177,Seaford - Seaford Meadows,13020,Q3,Outer Regional Australia,Other,4,30.7,2024-25
403041177,Seaford - Seaford Meadows,13020,Q3,Outer Regional Australia,"Sedative-hypnotics, antiepileptics and antiparkinson",14,107.5,2024-25
403041177,Seaford - Seaford Meadows,13020,Q3,Outer Regional Australia,Steroids or hormones,0,0.0,2024-25
403041177,Seaford - Seaford Meadows,13020,Q3,Outer Regional Australia,Inhalants,1,7.7,2024-25
403041177,Seaford - Seaford Meadows,13020,Q3,Outer Regional Australia,Anaesthetics,0,0.0,2024-25
403041177,Seaford - Seaford Meadows,13020,Q3,Outer Regional Australia,Analeptics and opioid receptor antagonists,0,0.0,2024-25
403041177,Seaford - Seaford Meadows,13020,Q3,Outer Regional Australia,Androgens and anabolic congeners,0,0.0,2024-25
403041177,Seaford - Seaford Meadows,13020,Q3,Outer Regional Australia,All drug-related,163,1251.9,2024-25
403041178,Seaford Rise - Moana,4259,Q4,Remote Australia,Alcohol,18,422.6,2024-25
403041178,Seaford Rise - Moana,4259,Q4,Remote Australia,Psychostimulants,10,234.8,2024-25
403041178,Seaford Rise - Moana,4259,Q4,Remote Australia,Opioid,4,93.9,2024-25
403041178,Seaford Rise - Moana,4259,Q4,Remote Australia,Hallucinogens,0,0.0,2024-25
403041178,Seaford Rise - Moana,4259,Q4,Remote Australia,Multiple drug use,7,164.4,2024-25
403041178,Seaford Rise - Moana,4259,Q4,Remote Australia,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",2,47.0,2024-25
403041178,Seaford Rise - Moana,4259,Q4,Remote Australia,Non-opioid analgesic and antirheumatic,2,47.0,2024-25
403041178,Seaford Rise - Moana,4259,Q4,Remote Australia,Cannabinoids,5,117.4,2024-25
403041178,Seaford Rise - Moana,4259,Q4,Remote Australia,Other,0,0.0,2024-25
403041178,Seaford Rise - Moana,4259,Q4,Remote Australia,"Sedative-hypnotics, antiepileptics and antiparkinson",1,23.5,2024-25
403041178,Seaford Rise - Moana,4259,Q4,Remote Australia,Steroids or hormones,0,0.0,2024-25
403041178,Seaford Rise - Moana,4259,Q4,Remote Australia,Inhalants,2,47.0,2024-25
403041178,Seaford Rise - Moana,4259,Q4,Remote Australia,Anaesthetics,1,23.5,2024-25
403041178,Seaford Rise - Moana,4259,Q4,Remote Australia,Analeptics and opioid receptor antagonists,0,0.0,2024-25
403041178,Seaford Rise - Moana,4259,Q4,Remote Australia,Androgens and anabolic congeners,0,0.0,2024-25
403041178,Seaford Rise - Moana,4259,Q4,Remote Australia,All drug-related,52,1220.9,2024-25
404011090,Beverley,13305,Q1 - most disadvantaged,Very Remote Australia,Alcohol,68,511.1,2024-25
404011090,Beverley,13305,Q1 - most disadvantaged,Very Remote Australia,Psychostimulants,16,120.3,2024-25
404011090,Beverley,13305,Q1 - most disadvantaged,Very Remote Australia,Opioid,9,67.6,2024-25
404011090,Beverley,13305,Q1 - most disadvantaged,Very Remote Australia,Hallucinogens,1,7.5,2024-25
404011090,Beverley,13305,Q1 - most disadvantaged,Very Remote Australia,Multiple drug use,13,97.7,2024-25
404011090,Beverley,13305,Q1 - most disadvantaged,Very Remote Australia,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",2,15.0,2024-25
404011090,Beverley,13305,Q1 - most disadvantaged,Very Remote Australia,Non-opioid analgesic and antirheumatic,7,52.6,2024-25
404011090,Beverley,13305,Q1 - most disadvantaged,Very Remote Australia,Cannabinoids,17,127.8,2024-25
404011090,Beverley,13305,Q1 - most disadvantaged,Very Remote Australia,Other,7,52.6,2024-25
404011090,Beverley,13305,Q1 - most disadvantaged,Very Remote Australia,"Sedative-hypnotics, antiepileptics and antiparkinson",5,37.6,2024-25
404011090,Beverley,13305,Q1 - most disadvantaged,Very Remote Australia,Steroids or hormones,0,0.0,2024-25
404011090,Beverley,13305,Q1 - most disadvantaged,Very Remote Australia,Inhalants,0,0.0,2024-25
404011090,Beverley,13305,Q1 - most disadvantaged,Very Remote Australia,Anaesthetics,1,7.5,2024-25
404011090,Beverley,13305,Q1 - most disadvantaged,Very Remote Australia,Analeptics and opioid receptor antagonists,1,7.5,2024-25
404011090,Beverley,13305,Q1 - most disadvantaged,Very Remote Australia,Androgens and anabolic congeners,0,0.0,2024-25
404011090,Beverley,13305,Q1 - most disadvantaged,Very Remote Australia,All drug-related,147,1104.8,2024-25
404011091,Flinders Park,11452,Q2,Major Cities of Australia,Alcohol,56,489.0,2024-25
404011091,Flinders Park,11452,Q2,Major Cities of Australia,Psychostimulants,17,148.4,2024-25
404011091,Flinders Park,11452,Q2,Major Cities of Australia,Opioid,7,61.1,2024-25
404011091,Flinders Park,11452,Q2,Major Cities of Australia,Hallucinogens,2,17.5,2024-25
404011091,Flinders Park,11452,Q2,Major Cities of Australia,Multiple drug use,8,69.9,2024-25
404011091,Flinders Park,11452,Q2,Major Cities of Australia,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",8,69.9,2024-25
404011091,Flinders Park,11452,Q2,Major Cities of Australia,Non-opioid analgesic and antirheumatic,6,52.4,2024-25
404011091,Flinders Park,11452,Q2,Major Cities of Australia,Cannabinoids,10,87.3,2024-25
404011091,Flinders Park,11452,Q2,Major Cities of Australia,Other,3,26.2,2024-25
404011091,Flinders Park,11452,Q2,Major Cities of Australia,"Sedative-hypnotics, antiepileptics and antiparkinson",9,78.6,2024-25
404011091,Flinders Park,11452,Q2,Major Cities of Australia,Steroids or hormones,0,0.0,2024-25
404011091,Flinders Park,11452,Q2,Major Cities of Australia,Inhalants,1,8.7,2024-25
404011091,Flinders Park,11452,Q2,Major Cities of Australia,Anaesthetics,0,0.0,2024-25
404011091,Flinders Park,11452,Q2,Major Cities of Australia,Analeptics and opioid receptor antagonists,1,8.7,2024-25
404011091,Flinders Park,11452,Q2,Major Cities of Australia,Androgens and anabolic congeners,0,0.0,2024-25
404011091,Flinders Park,11452,Q2,Major Cities of Australia,All drug-related,128,1117.7,2024-25
404011092,Henley Beach,9668,Q3,Inner Regional Australia,Alcohol,48,496.5,2024-25
404011092,Henley Beach,9668,Q3,Inner Regional Australia,Psychostimulants,13,134.5,2024-25
404011092,Henley Beach,9668,Q3,Inner Regional Australia,Opioid,11,113.8,2024-25
404011092,Henley Beach,9668,Q3,Inner Regional Australia,Hallucinogens,1,10.3,2024-25
404011092,Henley Beach,9668,Q3,Inner Regional Australia,Multiple drug use,7,72.4,2024-25
404011092,Henley Beach,9668,Q3,Inner Regional Australia,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",3,31.0,2024-25
404011092,Henley Beach,9668,Q3,Inner Regional Australia,Non-opioid analgesic and antirheumatic,5,51.7,2024-25
404011092,Henley Beach,9668,Q3,Inner Regional Australia,Cannabinoids,12,124.1,2024-25
404011092,Henley Beach,9668,Q3,Inner Regional Australia,Other,0,0.0,2024-25
404011092,Henley Beach,9668,Q3,Inner Regional Australia,"Sedative-hypnotics, antiepileptics and antiparkinson",7,72.4,2024-25
404011092,Henley Beach,9668,Q3,Inner Regional Australia,Steroids or hormones,0,0.0,2024-25
404011092,Henley Beach,9668,Q3,Inner Regional Australia,Inhalants,1,10.3,2024-25
404011092,Henley Beach,9668,Q3,Inner Regional Australia,Anaesthetics,0,0.0,2024-25
404011092,Henley Beach,9668,Q3,Inner Regional Australia,Analeptics and opioid receptor antagonists,1,10.3,2024-25
404011092,Henley Beach,9668,Q3,Inner Regional Australia,Androgens and anabolic congeners,0,0.0,2024-25
404011092,Henley Beach,9668,Q3,Inner Regional Australia,All drug-related,109,1127.4,2024-25
404011093,Hindmarsh - Brompton,9915,Q4,Outer Regional Australia,Alcohol,53,534.5,2024-25
404011093,Hindmarsh - Brompton,9915,Q4,Outer Regional Australia,Psychostimulants,8,80.7,2024-25
404011093,Hindmarsh - Brompton,9915,Q4,Outer Regional Australia,Opioid,6,60.5,2024-25
404011093,Hindmarsh - Brompton,9915,Q4,Outer Regional Australia,Hallucinogens,0,0.0,2024-25
404011093,Hindmarsh - Brompton,9915,Q4,Outer Regional Australia,Multiple drug use,6,60.5,2024-25
404011093,Hindmarsh - Brompton,9915,Q4,Outer Regional Australia,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",6,60.5,2024-25
404011093,Hindmarsh - Brompton,9915,Q4,Outer Regional Australia,Non-opioid analgesic and antirheumatic,6,60.5,2024-25
404011093,Hindmarsh - Brompton,9915,Q4,Outer Regional Australia,Cannabinoids,8,80.7,2024-25
404011093,Hindmarsh - Brompton,9915,Q4,Outer Regional Australia,Other,2,20.2,2024-25
404011093,Hindmarsh - Brompton,9915,Q4,Outer Regional Australia,"Sedative-hypnotics, antiepileptics and antiparkinson",6,60.5,2024-25
404011093,Hindmarsh - Brompton,9915,Q4,Outer Regional Australia,Steroids or hormones,0,0.0,2024-25
404011093,Hindmarsh - Brompton,9915,Q4,Outer Regional Australia,Inhalants,0,0.0,2024-25
404011093,Hindmarsh - Brompton,9915,Q4,Outer Regional Australia,Anaesthetics,0,0.0,2024-25
404011093,Hindmarsh - Brompton,9915,Q4,Outer Regional Australia,Analeptics and opioid receptor antagonists,0,0.0,2024-25
404011093,Hindmarsh - Brompton,9915,Q4,Outer Regional Australia,Androgens and anabolic congeners,0,0.0,2024-25
404011093,Hindmarsh - Brompton,9915,Q4,Outer Regional Australia,All drug-related,101,1018.7,2024-25
404011094,Royal Park - Hendon - Albert Park,8552,Q5 - least disadvantaged,Remote Australia,Alcohol,44,514.5,2024-25
404011094,Royal Park - Hendon - Albert Park,8552,Q5 - least disadvantaged,Remote Australia,Psychostimulants,15,175.4,2024-25
404011094,Royal Park - Hendon - Albert Park,8552,Q5 - least disadvantaged,Remote Australia,Opioid,9,105.2,2024-25
404011094,Royal Park - Hendon - Albert Park,8552,Q5 - least disadvantaged,Remote Australia,Hallucinogens,1,11.7,2024-25
404011094,Royal Park - Hendon - Albert Park,8552,Q5 - least disadvantaged,Remote Australia,Multiple drug use,3,35.1,2024-25
404011094,Royal Park - Hendon - Albert Park,8552,Q5 - least disadvantaged,Remote Australia,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",0,0.0,2024-25
404011094,Royal Park - Hendon - Albert Park,8552,Q5 - least disadvantaged,Remote Australia,Non-opioid analgesic and antirheumatic,4,46.8,2024-25
404011094,Royal Park - Hendon - Albert Park,8552,Q5 - least disadvantaged,Remote Australia,Cannabinoids,5,58.5,2024-25
404011094,Royal Park - Hendon - Albert Park,8552,Q5 - least disadvantaged,Remote Australia,Other,0,0.0,2024-25
404011094,Royal Park - Hendon - Albert Park,8552,Q5 - least disadvantaged,Remote Australia,"Sedative-hypnotics, antiepileptics and antiparkinson",10,116.9,2024-25
404011094,Royal Park - Hendon - Albert Park,8552,Q5 - least disadvantaged,Remote Australia,Steroids or hormones,0,0.0,2024-25
404011094,Royal Park - Hendon - Albert Park,8552,Q5 - least disadvantaged,Remote Australia,Inhalants,3,35.1,2024-25
404011094,Royal Park - Hendon - Albert Park,8552,Q5 - least disadvantaged,Remote Australia,Anaesthetics,0,0.0,2024-25
404011094,Royal Park - Hendon - Albert Park,8552,Q5 - least disadvantaged,Remote Australia,Analeptics and opioid receptor antagonists,1,11.7,2024-25
404011094,Royal Park - Hendon - Albert Park,8552,Q5 - least disadvantaged,Remote Australia,Androgens and anabolic congeners,0,0.0,2024-25
404011094,Royal Park - Hendon - Albert Park,8552,Q5 - least disadvantaged,Remote Australia,All drug-related,95,1110.9,2024-25
404011095,Seaton - Grange,13007,Q1 - most disadvantaged,Very Remote Australia,Alcohol,67,515.1,2024-25
404011095,Seaton - Grange,13007,Q1 - most disadvantaged,Very Remote Australia,Psychostimulants,17,130.7,2024-25
404011095,Seaton - Grange,13007,Q1 - most disadvantaged,Very Remote Australia,Opioid,5,38.4,2024-25
404011095,Seaton - Grange,13007,Q1 - most disadvantaged,Very Remote Australia,Hallucinogens,2,15.4,2024-25
404011095,Seaton - Grange,13007,Q1 - most disadvantaged,Very Remote Australia,Multiple drug use,12,92.3,2024-25
404011095,Seaton - Grange,13007,Q1 - most disadvantaged,Very Remote Australia,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",8,61.5,2024-25
404011095,Seaton - Grange,13007,Q1 - most disadvantaged,Very Remote Australia,Non-opioid analgesic and antirheumatic,6,46.1,2024-25
404011095,Seaton - Grange,13007,Q1 - most disadvantaged,Very Remote Australia,Cannabinoids,17,130.7,2024-25
404011095,Seaton - Grange,13007,Q1 - most disadvantaged,Very Remote Australia,Other,2,15.4,2024-25
404011095,Seaton - Grange,13007,Q1 - most disadvantaged,Very Remote Australia,"Sedative-hypnotics, antiepileptics and antiparkinson",12,92.3,2024-25
404011095,Seaton - Grange,13007,Q1 - most disadvantaged,Very Remote Australia,Steroids or hormones,1,7.7,2024-25
404011095,Seaton - Grange,13007,Q1 - most disadvantaged,Very Remote Australia,Inhalants,0,0.0,2024-25
404011095,Seaton - Grange,13007,Q1 - most disadvantaged,Very Remote Australia,Anaesthetics,0,0.0,2024-25
404011095,Seaton - Grange,13007,Q1 - most disadvantaged,Very Remote Australia,Analeptics and opioid receptor antagonists,1,7.7,2024-25
404011095,Seaton - Grange,13007,Q1 - most disadvantaged,Very Remote Australia,Androgens and anabolic congeners,0,0.0,2024-25
404011095,Seaton - Grange,13007,Q1 - most disadvantaged,Very Remote Australia,All drug-related,150,1153.2,2024-25
404011096,West Lakes,4799,Q2,Very Remote Australia,Alcohol,20,416.8,2024-25
404011096,West Lakes,4799,Q2,Very Remote Australia,Psychostimulants,2,41.7,2024-25
404011096,West Lakes,4799,Q2,Very Remote Australia,Opioid,4,83.4,2024-25
404011096,West Lakes,4799,Q2,Very Remote Australia,Hallucinogens,1,20.8,2024-25
404011096,West Lakes,4799,Q2,Very Remote Australia,Multiple drug use,4,83.4,2024-25
404011096,West Lakes,4799,Q2,Very Remote Australia,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",0,0.0,2024-25
404011096,West Lakes,4799,Q2,Very Remote Australia,Non-opioid analgesic and antirheumatic,1,20.8,2024-25
404011096,West Lakes,4799,Q2,Very Remote Australia,Cannabinoids,3,62.5,2024-25
404011096,West Lakes,4799,Q2,Very Remote Australia,Other,0,0.0,2024-25
404011096,West Lakes,4799,Q2,Very Remote Australia,"Sedative-hypnotics, antiepileptics and antiparkinson",3,62.5,2024-25
404011096,West Lakes,4799,Q2,Very Remote Australia,Steroids or hormones,0,0.0,2024-25
404011096,West Lakes,4799,Q2,Very Remote Australia,Inhalants,0,0.0,2024-25
404011096,West Lakes,4799,Q2,Very Remote Australia,Anaesthetics,0,0.0,2024-25
404011096,West Lakes,4799,Q2,Very Remote Australia,Analeptics and opioid receptor antagonists,0,0.0,2024-25
404011096,West Lakes,4799,Q2,Very Remote Australia,Androgens and anabolic congeners,0,0.0,2024-25
404011096,West Lakes,4799,Q2,Very Remote Australia,All drug-related,38,791.8,2024-25
404011097,Woodville - Cheltenham,9191,Q3,Very Remote Australia,Alcohol,42,457.0,2024-25
404011097,Woodville - Cheltenham,9191,Q3,Very Remote Australia,Psychostimulants,18,195.8,2024-25
404011097,Woodville - Cheltenham,9191,Q3,Very Remote Australia,Opioid,10,108.8,2024-25
404011097,Woodville - Cheltenham,9191,Q3,Very Remote Australia,Hallucinogens,0,0.0,2024-25
404011097,Woodville - Cheltenham,9191,Q3,Very Remote Australia,Multiple drug use,3,32.6,2024-25
404011097,Woodville - Cheltenham,9191,Q3,Very Remote Australia,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",6,65.3,2024-25
404011097,Woodville - Cheltenham,9191,Q3,Very Remote Australia,Non-opioid analgesic and antirheumatic,5,54.4,2024-25
404011097,Woodville - Cheltenham,9191,Q3,Very Remote Australia,Cannabinoids,5,54.4,2024-25
404011097,Woodville - Cheltenham,9191,Q3,Very Remote Australia,Other,2,21.8,2024-25
404011097,Woodville - Cheltenham,9191,Q3,Very Remote Australia,"Sedative-hypnotics, antiepileptics and antiparkinson",7,76.2,2024-25
404011097,Woodville - Cheltenham,9191,Q3,Very Remote Australia,Steroids or hormones,0,0.0,2024-25
404011097,Woodville - Cheltenham,9191,Q3,Very Remote Australia,Inhalants,1,10.9,2024-25
404011097,Woodville - Cheltenham,9191,Q3,Very Remote Australia,Anaesthetics,1,10.9,2024-25
404011097,Woodville - Cheltenham,9191,Q3,Very Remote Australia,Analeptics and opioid receptor antagonists,0,0.0,2024-25
404011097,Woodville - Cheltenham,9191,Q3,Very Remote Australia,Androgens and anabolic congeners,0,0.0,2024-25
404011097,Woodville - Cheltenham,9191,Q3,Very Remote Australia,All drug-related,100,1088.0,2024-25
404021098,Dry Creek - South,11770,Q4,Major Cities of Australia,Alcohol,55,467.3,2024-25
404021098,Dry Creek - South,11770,Q4,Major Cities of Australia,Psychostimulants,17,144.4,2024-25
404021098,Dry Creek - South,11770,Q4,Major Cities of Australia,Opioid,12,102.0,2024-25
404021098,Dry Creek - South,11770,Q4,Major Cities of Australia,Hallucinogens,1,8.5,2024-25
404021098,Dry Creek - South,11770,Q4,Major Cities of Australia,Multiple drug use,9,76.5,2024-25
404021098,Dry Creek - South,11770,Q4,Major Cities of Australia,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",4,34.0,2024-25
404021098,Dry Creek - South,11770,Q4,Major Cities of Australia,Non-opioid analgesic and antirheumatic,7,59.5,2024-25
404021098,Dry Creek - South,11770,Q4,Major Cities of Australia,Cannabinoids,9,76.5,2024-25
404021098,Dry Creek - South,11770,Q4,Major Cities of Australia,Other,1,8.5,2024-25
404021098,Dry Creek - South,11770,Q4,Major Cities of Australia,"Sedative-hypnotics, antiepileptics and antiparkinson",4,34.0,2024-25
404021098,Dry Creek - South,11770,Q4,Major Cities of Australia,Steroids or hormones,0,0.0,2024-25
404021098,Dry Creek - South,11770,Q4,Major Cities of Australia,Inhalants,1,8.5,2024-25
404021098,Dry Creek - South,11770,Q4,Major Cities of Australia,Anaesthetics,1,8.5,2024-25
404021098,Dry Creek - South,11770,Q4,Major Cities of Australia,Analeptics and opioid receptor antagonists,0,0.0,2024-25
404021098,Dry Creek - South,11770,Q4,Major Cities of Australia,Androgens and anabolic congeners,0,0.0,2024-25
404021098,Dry Creek - South,11770,Q4,Major Cities of Australia,All drug-related,121,1028.0,2024-25
404021099,Largs Bay - Semaphore,3617,Q5 - least disadvantaged,Inner Regional Australia,Alcohol,17,470.0,2024-25
404021099,Largs Bay - Semaphore,3617,Q5 - least disadvantaged,Inner Regional Australia,Psychostimulants,7,193.5,2024-25
404021099,Largs Bay - Semaphore,3617,Q5 - least disadvantaged,Inner Regional Australia,Opioid,0,0.0,2024-25
404021099,Largs Bay - Semaphore,3617,Q5 - least disadvantaged,Inner Regional Australia,Hallucinogens,1,27.6,2024-25
404021099,Largs Bay - Semaphore,3617,Q5 - least disadvantaged,Inner Regional Australia,Multiple drug use,0,0.0,2024-25
404021099,Largs Bay - Semaphore,3617,Q5 - least disadvantaged,Inner Regional Australia,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",3,82.9,2024-25
404021099,Largs Bay - Semaphore,3617,Q5 - least disadvantaged,Inner Regional Australia,Non-opioid analgesic and antirheumatic,3,82.9,2024-25
404021099,Largs Bay - Semaphore,3617,Q5 - least disadvantaged,Inner Regional Australia,Cannabinoids,2,55.3,2024-25
404021099,Largs Bay - Semaphore,3617,Q5 - least disadvantaged,Inner Regional Australia,Other,1,27.6,2024-25
404021099,Largs Bay - Semaphore,3617,Q5 - least disadvantaged,Inner Regional Australia,"Sedative-hypnotics, antiepileptics and antiparkinson",6,165.9,2024-25
404021099,Largs Bay - Semaphore,3617,Q5 - least disadvantaged,Inner Regional Australia,Steroids or hormones,0,0.0,2024-25
404021099,Largs Bay - Semaphore,3617,Q5 - least disadvantaged,Inner Regional Australia,Inhalants,0,0.0,2024-25
404021099,Largs Bay - Semaphore,3617,Q5 - least disadvantaged,Inner Regional Australia,Anaesthetics,1,27.6,2024-25
404021099,Largs Bay - Semaphore,3617,Q5 - least disadvantaged,Inner Regional Australia,Analeptics and opioid receptor antagonists,0,0.0,2024-25
404021099,Largs Bay - Semaphore,3617,Q5 - least disadvantaged,Inner Regional Australia,Androgens and anabolic congeners,0,0.0,2024-25
404021099,Largs Bay - Semaphore,3617,Q5 - least disadvantaged,Inner Regional Australia,All drug-related,41,1133.5,2024-25
404021100,North Haven,9386,Q1 - most disadvantaged,Outer Regional Australia,Alcohol,41,436.8,2024-25
404021100,North Haven,9386,Q1 - most disadvantaged,Outer Regional Australia,Psychostimulants,18,191.8,2024-25
404021100,North Haven,9386,Q1 - most disadvantaged,Outer Regional Australia,Opioid,10,106.5,2024-25
404021100,North Haven,9386,Q1 - most disadvantaged,Outer Regional Australia,Hallucinogens,0,0.0,2024-25
404021100,North Haven,9386,Q1 - most disadvantaged,Outer Regional Australia,Multiple drug use,8,85.2,2024-25
404021100,North Haven,9386,Q1 - most disadvantaged,Outer Regional Australia,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",2,21.3,2024-25
404021100,North Haven,9386,Q1 - most disadvantaged,Outer Regional Australia,Non-opioid analgesic and antirheumatic,2,21.3,2024-25
404021100,North Haven,9386,Q1 - most disadvantaged,Outer Regional Australia,Cannabinoids,10,106.5,2024-25
404021100,North Haven,9386,Q1 - most disadvantaged,Outer Regional Australia,Other,2,21.3,2024-25
404021100,North Haven,9386,Q1 - most disadvantaged,Outer Regional Australia,"Sedative-hypnotics, antiepileptics and antiparkinson",5,53.3,2024-25
404021100,North Haven,9386,Q1 - most disadvantaged,Outer Regional Australia,Steroids or hormones,0,0.0,2024-25
404021100,North Haven,9386,Q1 - most disadvantaged,Outer Regional Australia,Inhalants,2,21.3,2024-25
404021100,North Haven,9386,Q1 - most disadvantaged,Outer Regional Australia,Anaesthetics,0,0.0,2024-25
404021100,North Haven,9386,Q1 - most disadvantaged,Outer Regional Australia,Analeptics and opioid receptor antagonists,0,0.0,2024-25
404021100,North Haven,9386,Q1 - most disadvantaged,Outer Regional Australia,Androgens and anabolic congeners,0,0.0,2024-25
404021100,North Haven,9386,Q1 - most disadvantaged,Outer Regional Australia,All drug-related,100,1065.4,2024-25
404021101,Port Adelaide,6834,Q2,Remote Australia,Alcohol,26,380.5,2024-25
